employee_name,working_day,hours_of_work,work_from_home
18,3,5.47,0
1,2,4.96,0
2,2,4.64,0
3,2,5.97,0
4,2,6.02,1
5,2,5.08,1
6,2,6.49,1
7,2,4.61,0
8,2,6.75,0
9,2,4.8,0
10,2,6.63,0
11,2,5.5,0
12,2,6.96,0
13,2,4.83,0
14,2,6.29,1
15,2,4.69,0
16,2,4.58,1
17,2,6.9,1
18,2,6.71,0
1,1,6.08,1
2,1,5.33,0
3,1,4.99,0
4,1,6.19,0
5,1,6.81,1
6,1,5.66,1
7,1,4.99,0
8,1,6.84,0
9,1,5.68,0
10,1,6.9,0
11,1,4.79,1
12,1,5.81,1
13,1,5.3,0
14,1,6.27,0
15,1,5.73,1
16,1,6.63,0
17,1,6.33,1
18,1,5.37,0
1,7,0.0,0
2,7,0.0,0
3,7,0.0,0
4,7,0.0,0
5,7,0.0,0
6,7,0.0,0
7,7,0.0,0
8,7,0.0,0
9,7,0.0,0
10,7,0.0,0
11,7,0.0,0
12,7,0.0,0
13,7,0.0,0
14,7,0.0,0
15,7,0.0,0
16,7,0.0,0
17,7,0.0,0
18,7,0.0,0
1,6,0.0,0
2,6,0.0,0
3,6,0.0,0
4,6,0.0,0
5,6,0.0,0
6,6,0.0,0
7,6,0.0,0
8,6,0.0,0
9,6,0.0,0
10,6,0.0,0
11,6,0.0,0
12,6,0.0,0
13,6,0.0,0
14,6,0.0,0
15,6,0.0,0
16,6,0.0,0
17,6,0.0,0
18,6,0.0,0
1,5,6.2,1
2,5,6.62,0
3,5,6.96,1
4,5,5.06,1
5,5,6.23,1
6,5,5.02,0
7,5,4.52,1
8,5,5.66,0
9,5,4.54,1
10,5,6.9,1
11,5,4.55,0
12,5,4.57,1
13,5,5.54,0
14,5,4.79,1
15,5,4.65,1
16,5,5.77,0
17,5,4.77,1
18,5,6.65,0
1,4,5.7,0
2,4,5.87,0
3,4,6.78,0
4,4,4.63,0
5,4,5.48,1
6,4,5.42,0
7,4,4.59,0
8,4,5.87,1
9,4,4.83,1
10,4,4.54,0
11,4,5.26,0
12,4,6.26,0
13,4,6.46,1
14,4,4.94,0
15,4,6.73,0
16,4,4.71,0
17,4,4.77,1
18,4,6.82,0
1,3,6.25,1
2,3,4.85,0
3,3,6.93,0
4,3,5.25,0
5,3,4.95,0
6,3,6.93,1
7,3,5.31,0
8,3,5.62,0
9,3,4.54,0
10,3,5.28,0
11,3,4.57,0
12,3,4.97,0
13,3,6.63,0
14,3,6.22,0
15,3,6.62,0
16,3,5.91,1
17,3,6.4,0
18,3,5.27,1
1,2,4.82,0
2,2,4.7,0
3,2,5.94,1
4,2,6.95,1
5,2,5.52,0
6,2,5.4,0
7,2,6.89,0
8,2,4.96,0
9,2,6.55,1
10,2,6.58,0
11,2,6.27,0
12,2,4.73,0
13,2,5.1,1
14,2,6.86,0
15,2,5.61,0
16,2,6.45,0
17,2,6.9,0
18,2,5.39,0
1,1,6.27,0
2,1,6.29,0
3,1,5.54,1
4,1,5.9,0
5,1,5.52,0
6,1,6.6,0
7,1,6.24,0
8,1,4.74,0
9,1,4.57,1
10,1,4.88,1
11,1,6.07,0
12,1,4.78,0
13,1,5.83,1
14,1,6.21,1
15,1,5.49,0
16,1,6.43,0
17,1,6.32,1
18,1,6.91,0
1,7,0.0,0
2,7,0.0,0
3,7,0.0,0
4,7,0.0,0
5,7,0.0,0
6,7,0.0,0
7,7,0.0,0
8,7,0.0,0
9,7,0.0,0
10,7,0.0,0
11,7,0.0,0
12,7,0.0,0
13,7,0.0,0
14,7,0.0,0
15,7,0.0,0
16,7,0.0,0
17,7,0.0,0
18,7,0.0,0
1,6,0.0,0
2,6,0.0,0
3,6,0.0,0
4,6,0.0,0
5,6,0.0,0
6,6,0.0,0
7,6,0.0,0
8,6,0.0,0
9,6,0.0,0
10,6,0.0,0
11,6,0.0,0
12,6,0.0,0
13,6,0.0,0
14,6,0.0,0
15,6,0.0,0
16,6,0.0,0
17,6,0.0,0
18,6,0.0,0
1,5,4.67,0
2,5,6.97,0
3,5,6.8,1
4,5,5.6,1
5,5,4.89,1
6,5,6.17,1
7,5,6.46,1
8,5,5.83,1
9,5,5.6,0
10,5,5.95,1
11,5,5.72,0
12,5,4.94,1
13,5,6.97,1
14,5,5.85,0
15,5,6.71,1
16,5,5.1,1
17,5,6.32,1
18,5,6.82,1
1,4,5.19,1
2,4,5.51,0
3,4,4.58,0
4,4,5.92,0
5,4,6.61,1
6,4,5.68,1
7,4,5.5,1
8,4,6.92,0
9,4,6.32,0
10,4,6.75,0
11,4,5.41,1
12,4,6.73,0
13,4,5.01,0
14,4,5.61,0
15,4,6.35,0
16,4,5.58,0
17,4,5.16,1
18,4,6.17,0
1,3,6.83,0
2,3,6.53,0
3,3,5.6,1
4,3,5.79,0
5,3,5.95,0
6,3,5.98,0
7,3,6.8,0
8,3,6.1,0
9,3,5.95,0
10,3,5.5,0
11,3,6.44,0
12,3,6.51,1
13,3,5.09,0
14,3,5.62,0
15,3,6.74,0
16,3,6.75,1
17,3,4.79,0
18,3,6.13,0
1,2,4.67,1
2,2,5.88,0
3,2,5.77,0
4,2,5.27,0
5,2,6.19,0
6,2,6.49,1
7,2,5.15,0
8,2,5.04,0
9,2,5.18,1
10,2,6.94,0
11,2,4.56,0
12,2,5.67,0
13,2,6.21,0
14,2,4.89,0
15,2,5.44,0
16,2,5.96,0
17,2,5.51,0
18,2,6.91,0
1,1,5.29,0
2,1,5.31,0
3,1,5.9,0
4,1,5.88,0
5,1,6.34,0
6,1,4.86,0
7,1,5.38,0
8,1,5.82,0
9,1,4.62,0
10,1,6.63,0
11,1,6.78,1
12,1,5.05,0
13,1,6.13,0
14,1,6.84,0
15,1,6.52,0
16,1,5.62,0
17,1,6.42,0
18,1,6.14,1
1,7,0.0,0
2,7,0.0,0
3,7,0.0,0
4,7,0.0,0
5,7,0.0,0
6,7,0.0,0
7,7,0.0,0
8,7,0.0,0
9,7,0.0,0
10,7,0.0,0
11,7,0.0,0
12,7,0.0,0
13,7,0.0,0
14,7,0.0,0
15,7,0.0,0
16,7,0.0,0
17,7,0.0,0
18,7,0.0,0
1,6,0.0,0
2,6,0.0,0
3,6,0.0,0
4,6,0.0,0
5,6,0.0,0
6,6,0.0,0
7,6,0.0,0
8,6,0.0,0
9,6,0.0,0
10,6,0.0,0
11,6,0.0,0
12,6,0.0,0
13,6,0.0,0
14,6,0.0,0
15,6,0.0,0
16,6,0.0,0
17,6,0.0,0
18,6,0.0,0
1,5,6.42,1
2,5,6.74,1
3,5,6.19,1
4,5,5.57,0
5,5,6.69,1
6,5,5.51,0
7,5,6.54,1
8,5,6.84,1
9,5,5.08,0
10,5,5.88,1
11,5,5.94,1
12,5,6.52,1
13,5,6.61,1
14,5,4.56,1
15,5,5.36,0
16,5,6.85,1
17,5,6.98,1
18,5,6.64,1
1,4,4.74,0
2,4,6.44,1
3,4,5.74,1
4,4,5.64,0
5,4,5.92,1
6,4,5.45,0
7,4,5.01,0
8,4,4.52,0
9,4,5.75,0
10,4,6.42,0
11,4,4.75,1
12,4,6.6,0
13,4,5.27,0
14,4,5.87,0
15,4,5.48,0
16,4,6.21,0
17,4,5.09,0
18,4,5.17,1
1,3,6.69,0
2,3,6.61,0
3,3,5.24,0
4,3,6.43,0
5,3,5.53,0
6,3,6.64,1
7,3,6.55,0
8,3,5.28,0
9,3,5.46,0
10,3,6.97,0
11,3,4.6,0
12,3,5.17,0
13,3,6.54,0
14,3,6.0,0
15,3,5.2,0
16,3,6.23,1
17,3,6.07,1
18,3,5.49,0
1,2,6.99,0
2,2,6.97,1
3,2,6.3,1
4,2,4.96,0
5,2,6.07,0
6,2,5.09,0
7,2,4.96,0
8,2,4.95,0
9,2,6.64,0
10,2,6.2,0
11,2,6.7,0
12,2,4.59,0
13,2,5.8,0
14,2,5.79,0
15,2,6.97,0
16,2,5.49,0
17,2,6.33,0
18,2,4.81,0
1,1,5.03,0
2,1,6.08,0
3,1,5.83,0
4,1,5.84,0
5,1,5.94,0
6,1,6.72,0
7,1,6.78,1
8,1,5.82,0
9,1,5.13,0
10,1,5.33,0
11,1,5.13,0
12,1,5.66,1
13,1,5.79,0
14,1,5.61,1
15,1,4.84,0
16,1,5.42,0
17,1,4.8,0
18,1,5.2,1
1,7,0.0,0
2,7,0.0,0
3,7,0.0,0
4,7,0.0,0
5,7,0.0,0
6,7,0.0,0
7,7,0.0,0
8,7,0.0,0
9,7,0.0,0
10,7,0.0,0
11,7,0.0,0
12,7,0.0,0
13,7,0.0,0
14,7,0.0,0
15,7,0.0,0
16,7,0.0,0
17,7,0.0,0
18,7,0.0,0
1,6,0.0,0
2,6,0.0,0
3,6,0.0,0
4,6,0.0,0
5,6,0.0,0
6,6,0.0,0
7,6,0.0,0
8,6,0.0,0
9,6,0.0,0
10,6,0.0,0
11,6,0.0,0
12,6,0.0,0
13,6,0.0,0
14,6,0.0,0
15,6,0.0,0
16,6,0.0,0
17,6,0.0,0
18,6,0.0,0
1,5,5.14,1
2,5,5.23,1
3,5,4.65,1
4,5,5.47,1
5,5,6.49,1
6,5,4.71,0
7,5,5.11,1
8,5,4.71,1
9,5,6.84,0
10,5,4.67,0
11,5,6.21,1
12,5,5.8,0
13,5,5.77,1
14,5,5.43,1
15,5,6.96,1
16,5,6.36,1
17,5,4.58,0
18,5,5.69,1
1,4,5.92,0
2,4,6.16,0
3,4,5.78,1
4,4,5.99,0
5,4,6.6,0
6,4,5.57,0
7,4,5.49,0
8,4,6.7,1
9,4,5.68,0
10,4,6.43,0
11,4,6.82,1
12,4,6.1,0
13,4,4.68,0
14,4,5.44,0
15,4,5.47,0
16,4,5.55,0
17,4,6.17,1
18,4,4.68,1
1,3,6.68,0
2,3,6.36,0
3,3,4.86,0
4,3,4.53,0
5,3,4.76,0
6,3,6.24,0
7,3,5.58,0
8,3,5.86,0
9,3,6.53,0
10,3,5.12,0
11,3,5.56,0
12,3,6.97,0
13,3,6.17,0
14,3,5.38,0
15,3,5.92,1
16,3,4.96,0
17,3,5.84,0
18,3,6.36,0
1,2,5.2,0
2,2,4.62,0
3,2,4.76,1
4,2,5.43,0
5,2,6.6,0
6,2,6.64,0
7,2,5.1,0
8,2,6.76,1
9,2,5.51,0
10,2,6.75,1
11,2,5.06,1
12,2,6.64,0
13,2,4.53,0
14,2,6.05,0
15,2,4.82,0
16,2,4.54,0
17,2,4.98,0
18,2,6.3,1
1,1,5.87,0
2,1,6.42,0
3,1,6.25,0
4,1,6.71,0
5,1,6.63,0
6,1,5.19,0
7,1,6.22,0
8,1,6.02,0
9,1,6.28,0
10,1,6.5,0
11,1,5.2,0
12,1,5.05,0
13,1,4.9,1
14,1,5.91,0
15,1,4.84,1
16,1,4.82,1
17,1,6.12,0
18,1,6.68,0
1,7,0.0,0
2,7,0.0,0
3,7,0.0,0
4,7,0.0,0
5,7,0.0,0
6,7,0.0,0
7,7,0.0,0
8,7,0.0,0
9,7,0.0,0
10,7,0.0,0
11,7,0.0,0
12,7,0.0,0
13,7,0.0,0
14,7,0.0,0
15,7,0.0,0
16,7,0.0,0
17,7,0.0,0
18,7,0.0,0
1,6,0.0,0
2,6,0.0,0
3,6,0.0,0
4,6,0.0,0
5,6,0.0,0
6,6,0.0,0
7,6,0.0,0
8,6,0.0,0
9,6,0.0,0
10,6,0.0,0
11,6,0.0,0
12,6,0.0,0
13,6,0.0,0
14,6,0.0,0
15,6,0.0,0
16,6,0.0,0
17,6,0.0,0
18,6,0.0,0
1,5,4.72,0
2,5,4.74,1
3,5,4.62,0
4,5,6.76,1
5,5,5.99,0
6,5,4.65,1
7,5,6.76,1
8,5,6.92,0
9,5,6.09,0
10,5,6.58,1
11,5,4.8,1
12,5,5.15,0
13,5,5.26,0
14,5,4.68,0
15,5,5.34,1
16,5,6.55,0
17,5,4.61,0
18,5,6.27,1
1,4,4.9,0
2,4,4.59,0
3,4,4.63,0
4,4,4.88,1
5,4,5.63,0
6,4,5.19,0
7,4,4.76,1
8,4,4.98,0
9,4,5.6,1
10,4,4.76,0
11,4,4.67,1
12,4,6.44,0
13,4,6.11,1
14,4,5.59,0
15,4,6.09,0
16,4,6.22,0
17,4,5.89,0
18,4,4.58,0
1,3,4.83,0
2,3,4.7,0
3,3,5.54,0
4,3,6.32,0
5,3,6.05,0
6,3,4.95,0
7,3,6.25,0
8,3,6.11,0
9,3,4.72,0
10,3,5.99,0
11,3,5.68,0
12,3,6.43,0
13,3,6.81,0
14,3,5.63,0
15,3,6.39,1
16,3,4.58,0
17,3,6.36,1
18,3,6.11,0
1,2,6.32,0
2,2,6.86,0
3,2,6.42,0
4,2,6.97,0
5,2,4.96,0
6,2,6.93,1
7,2,5.94,0
8,2,6.89,1
9,2,4.62,0
10,2,5.12,0
11,2,6.56,1
12,2,6.76,0
13,2,6.3,0
14,2,6.39,1
15,2,5.16,0
16,2,6.73,1
17,2,5.85,1
18,2,6.36,0
1,1,5.98,1
2,1,5.9,0
3,1,6.89,0
4,1,5.78,0
5,1,5.79,0
6,1,4.75,1
7,1,5.31,1
8,1,5.46,0
9,1,5.91,0
10,1,6.11,1
11,1,5.09,0
12,1,5.98,0
13,1,5.49,0
14,1,5.1,0
15,1,5.22,0
16,1,5.75,0
17,1,5.85,0
18,1,6.91,0
1,7,0.0,0
2,7,0.0,0
3,7,0.0,0
4,7,0.0,0
5,7,0.0,0
6,7,0.0,0
7,7,0.0,0
8,7,0.0,0
9,7,0.0,0
10,7,0.0,0
11,7,0.0,0
12,7,0.0,0
13,7,0.0,0
14,7,0.0,0
15,7,0.0,0
16,7,0.0,0
17,7,0.0,0
18,7,0.0,0
1,6,0.0,0
2,6,0.0,0
3,6,0.0,0
4,6,0.0,0
5,6,0.0,0
6,6,0.0,0
7,6,0.0,0
8,6,0.0,0
9,6,0.0,0
10,6,0.0,0
11,6,0.0,0
12,6,0.0,0
13,6,0.0,0
14,6,0.0,0
15,6,0.0,0
16,6,0.0,0
17,6,0.0,0
18,6,0.0,0
1,5,6.38,1
2,5,4.71,1
3,5,4.77,1
4,5,6.13,0
5,5,5.88,1
6,5,4.51,1
7,5,6.66,0
8,5,5.0,1
9,5,5.39,0
10,5,6.67,1
11,5,6.53,1
12,5,5.36,1
13,5,5.64,0
14,5,4.56,1
15,5,4.82,1
16,5,5.1,1
17,5,4.54,1
18,5,6.55,1
1,4,5.84,0
2,4,5.78,0
3,4,4.63,1
4,4,4.83,0
5,4,6.23,0
6,4,5.13,0
7,4,4.95,1
8,4,6.17,0
9,4,4.79,0
10,4,5.53,0
11,4,5.69,0
12,4,4.51,0
13,4,6.4,0
14,4,6.48,0
15,4,6.43,1
16,4,6.6,0
17,4,5.93,0
18,4,6.66,0
1,3,5.08,1
2,3,6.81,1
3,3,6.8,1
4,3,6.1,0
5,3,6.42,0
6,3,4.8,0
7,3,5.9,1
8,3,5.39,0
9,3,4.91,0
10,3,6.26,0
11,3,5.47,1
12,3,4.97,1
13,3,6.77,0
14,3,5.03,1
15,3,6.17,1
16,3,4.67,0
17,3,5.85,0
18,3,4.85,0
1,2,5.0,1
2,2,6.27,1
3,2,5.72,0
4,2,5.13,0
5,2,6.95,0
6,2,6.6,0
7,2,4.69,1
8,2,5.33,0
9,2,5.07,0
10,2,5.44,0
11,2,4.63,0
12,2,4.58,0
13,2,6.91,0
14,2,4.6,0
15,2,7.0,0
16,2,6.37,0
17,2,6.3,1
18,2,6.18,1
1,1,5.2,0
2,1,4.79,0
3,1,6.27,0
4,1,6.99,0
5,1,4.65,1
6,1,5.89,0
7,1,6.22,0
8,1,5.76,0
9,1,6.68,0
10,1,5.82,0
11,1,4.74,0
12,1,6.84,1
13,1,5.45,0
14,1,5.91,0
15,1,6.9,1
16,1,6.7,1
17,1,5.36,1
18,1,6.34,1
1,7,0.0,0
2,7,0.0,0
3,7,0.0,0
4,7,0.0,0
5,7,0.0,0
6,7,0.0,0
7,7,0.0,0
8,7,0.0,0
9,7,0.0,0
10,7,0.0,0
11,7,0.0,0
12,7,0.0,0
13,7,0.0,0
14,7,0.0,0
15,7,0.0,0
16,7,0.0,0
17,7,0.0,0
18,7,0.0,0
1,6,0.0,0
2,6,0.0,0
3,6,0.0,0
4,6,0.0,0
5,6,0.0,0
6,6,0.0,0
7,6,0.0,0
8,6,0.0,0
9,6,0.0,0
10,6,0.0,0
11,6,0.0,0
12,6,0.0,0
13,6,0.0,0
14,6,0.0,0
15,6,0.0,0
16,6,0.0,0
17,6,0.0,0
18,6,0.0,0
1,5,4.53,0
2,5,4.67,0
3,5,4.52,0
4,5,5.29,1
5,5,5.53,1
6,5,4.78,0
7,5,6.63,1
8,5,5.35,0
9,5,5.17,0
10,5,5.6,0
11,5,6.02,0
12,5,5.09,0
13,5,6.07,1
14,5,4.74,0
15,5,5.61,1
16,5,5.91,1
17,5,5.77,1
18,5,6.84,1
1,4,5.08,0
2,4,4.64,0
3,4,6.62,0
4,4,4.65,0
5,4,5.38,0
6,4,5.17,0
7,4,6.59,1
8,4,6.1,1
9,4,6.75,0
10,4,4.64,0
11,4,6.97,0
12,4,6.42,0
13,4,6.36,0
14,4,5.78,0
15,4,6.65,0
16,4,6.12,1
17,4,6.43,0
18,4,5.38,0
1,3,6.27,0
2,3,5.82,0
3,3,4.56,0
4,3,6.32,0
5,3,5.0,1
6,3,5.88,0
7,3,5.33,0
8,3,6.17,0
9,3,6.41,0
10,3,6.86,0
11,3,5.27,0
12,3,5.21,0
13,3,5.33,1
14,3,5.28,0
15,3,4.69,0
16,3,6.79,0
17,3,6.57,0
18,3,4.7,1
1,2,4.51,0
2,2,4.65,0
3,2,5.45,0
4,2,6.5,0
5,2,6.88,0
6,2,6.87,0
7,2,5.28,0
8,2,6.28,0
9,2,4.81,1
10,2,5.78,1
11,2,5.91,0
12,2,6.41,0
13,2,6.33,0
14,2,4.6,1
15,2,5.68,0
16,2,6.97,1
17,2,4.71,0
18,2,5.78,0
1,1,5.92,1
2,1,6.52,0
3,1,6.11,0
4,1,4.91,0
5,1,4.78,1
6,1,4.69,1
7,1,6.85,1
8,1,4.57,0
9,1,5.32,0
10,1,5.78,1
11,1,6.86,0
12,1,5.94,0
13,1,5.26,0
14,1,6.86,0
15,1,5.71,0
16,1,4.82,0
17,1,5.13,0
18,1,5.81,0
1,7,0.0,0
2,7,0.0,0
3,7,0.0,0
4,7,0.0,0
5,7,0.0,0
6,7,0.0,0
7,7,0.0,0
8,7,0.0,0
9,7,0.0,0
10,7,0.0,0
11,7,0.0,0
12,7,0.0,0
13,7,0.0,0
14,7,0.0,0
15,7,0.0,0
16,7,0.0,0
17,7,0.0,0
18,7,0.0,0
1,6,0.0,0
2,6,0.0,0
3,6,0.0,0
4,6,0.0,0
5,6,0.0,0
6,6,0.0,0
7,6,0.0,0
8,6,0.0,0
9,6,0.0,0
10,6,0.0,0
11,6,0.0,0
12,6,0.0,0
13,6,0.0,0
14,6,0.0,0
15,6,0.0,0
16,6,0.0,0
17,6,0.0,0
18,6,0.0,0
1,5,6.87,1
2,5,5.37,0
3,5,6.93,1
4,5,5.12,1
5,5,4.91,1
6,5,5.97,1
7,5,6.24,1
8,5,6.58,1
9,5,5.4,1
10,5,6.85,1
11,5,6.85,1
12,5,5.57,1
13,5,5.37,0
14,5,5.87,0
15,5,4.94,0
16,5,6.04,1
17,5,6.12,1
18,5,6.4,1
1,4,6.89,0
2,4,5.68,0
3,4,6.54,0
4,4,5.32,0
5,4,6.36,0
6,4,5.26,0
7,4,6.4,0
8,4,6.95,0
9,4,5.43,0
10,4,5.71,1
11,4,6.8,0
12,4,5.44,0
13,4,6.68,0
14,4,6.74,0
15,4,5.21,0
16,4,5.78,0
17,4,5.48,0
18,4,4.99,1
1,3,4.83,0
2,3,6.83,0
3,3,5.05,0
4,3,6.47,0
5,3,6.61,1
6,3,5.15,1
7,3,5.43,0
8,3,4.75,0
9,3,4.98,0
10,3,6.77,0
11,3,4.56,0
12,3,4.67,1
13,3,4.52,0
14,3,4.6,0
15,3,4.53,0
16,3,6.85,0
17,3,5.48,1
18,3,6.91,0
1,2,5.65,0
2,2,6.15,1
3,2,6.84,1
4,2,6.78,1
5,2,5.24,0
6,2,6.87,0
7,2,4.51,0
8,2,4.77,0
9,2,5.45,0
10,2,5.84,1
11,2,5.74,0
12,2,5.01,0
13,2,5.48,0
14,2,5.22,0
15,2,6.28,1
16,2,6.72,1
17,2,4.65,1
18,2,5.15,0
1,1,5.48,0
2,1,4.77,0
3,1,5.99,0
4,1,6.78,0
5,1,6.83,0
6,1,5.2,0
7,1,5.6,0
8,1,6.69,1
9,1,6.39,0
10,1,4.56,0
11,1,6.3,1
12,1,5.06,0
13,1,6.37,1
14,1,5.08,0
15,1,4.72,0
16,1,4.68,0
17,1,5.0,0
18,1,4.77,1
1,7,0.0,0
2,7,0.0,0
3,7,0.0,0
4,7,0.0,0
5,7,0.0,0
6,7,0.0,0
7,7,0.0,0
8,7,0.0,0
9,7,0.0,0
10,7,0.0,0
11,7,0.0,0
12,7,0.0,0
13,7,0.0,0
14,7,0.0,0
15,7,0.0,0
16,7,0.0,0
17,7,0.0,0
18,7,0.0,0
1,6,0.0,0
2,6,0.0,0
3,6,0.0,0
4,6,0.0,0
5,6,0.0,0
6,6,0.0,0
7,6,0.0,0
8,6,0.0,0
9,6,0.0,0
10,6,0.0,0
11,6,0.0,0
12,6,0.0,0
13,6,0.0,0
14,6,0.0,0
15,6,0.0,0
16,6,0.0,0
17,6,0.0,0
18,6,0.0,0
1,5,5.97,0
2,5,5.57,0
3,5,4.81,0
4,5,6.05,1
5,5,5.03,0
6,5,6.45,1
7,5,6.06,1
8,5,6.07,1
9,5,4.69,0
10,5,5.18,1
11,5,5.99,1
12,5,6.88,0
13,5,6.93,1
14,5,5.64,0
15,5,5.53,0
16,5,5.66,1
17,5,4.58,0
18,5,6.8,1
1,4,6.13,0
2,4,6.31,1
3,4,6.91,0
4,4,6.7,0
5,4,5.04,0
6,4,5.38,0
7,4,6.87,0
8,4,5.04,0
9,4,5.71,0
10,4,6.16,0
11,4,6.45,1
12,4,6.34,0
13,4,6.62,1
14,4,5.7,0
15,4,4.88,0
16,4,4.96,0
17,4,5.03,0
18,4,5.49,0
1,3,6.64,0
2,3,6.54,0
3,3,5.56,0
4,3,6.2,0
5,3,4.72,0
6,3,6.2,0
7,3,4.75,0
8,3,4.83,0
9,3,6.73,0
10,3,4.63,1
11,3,6.58,1
12,3,6.76,1
13,3,5.64,0
14,3,6.47,0
15,3,5.76,0
16,3,5.63,0
17,3,5.51,1
18,3,6.11,1
1,2,5.22,0
2,2,4.57,0
3,2,6.39,0
4,2,6.31,0
5,2,6.89,0
6,2,6.74,0
7,2,6.0,0
8,2,6.83,0
9,2,6.76,0
10,2,5.41,0
11,2,6.95,0
12,2,5.18,0
13,2,5.88,0
14,2,5.06,0
15,2,6.74,0
16,2,5.56,1
17,2,5.4,0
18,2,4.63,0
1,1,5.32,0
2,1,5.21,0
3,1,5.02,0
4,1,5.35,0
5,1,5.66,0
6,1,5.51,0
7,1,4.73,0
8,1,4.89,0
9,1,4.55,1
10,1,6.25,0
11,1,6.54,1
12,1,5.16,0
13,1,6.07,1
14,1,5.95,0
15,1,4.53,1
16,1,6.14,0
17,1,5.27,0
18,1,4.55,0
1,7,0.0,0
2,7,0.0,0
3,7,0.0,0
4,7,0.0,0
5,7,0.0,0
6,7,0.0,0
7,7,0.0,0
8,7,0.0,0
9,7,0.0,0
10,7,0.0,0
11,7,0.0,0
12,7,0.0,0
13,7,0.0,0
14,7,0.0,0
15,7,0.0,0
16,7,0.0,0
17,7,0.0,0
18,7,0.0,0
1,6,0.0,0
2,6,0.0,0
3,6,0.0,0
4,6,0.0,0
5,6,0.0,0
6,6,0.0,0
7,6,0.0,0
8,6,0.0,0
9,6,0.0,0
10,6,0.0,0
11,6,0.0,0
12,6,0.0,0
13,6,0.0,0
14,6,0.0,0
15,6,0.0,0
16,6,0.0,0
17,6,0.0,0
18,6,0.0,0
1,5,5.37,1
2,5,5.35,1
3,5,4.74,1
4,5,6.49,1
5,5,5.86,1
6,5,5.74,1
7,5,5.59,1
8,5,5.84,1
9,5,6.88,1
10,5,6.64,1
11,5,5.77,0
12,5,5.95,0
13,5,6.61,1
14,5,6.3,1
15,5,6.83,0
16,5,6.92,1
17,5,5.7,1
18,5,4.58,1
1,4,4.98,0
2,4,4.96,0
3,4,5.68,0
4,4,5.24,0
5,4,5.34,0
6,4,6.18,0
7,4,5.3,1
8,4,5.19,0
9,4,4.63,0
10,4,6.74,0
11,4,6.03,1
12,4,6.67,0
13,4,4.94,0
14,4,5.42,0
15,4,4.58,0
16,4,6.8,0
17,4,5.72,0
18,4,5.01,0
1,3,4.98,0
2,3,6.72,0
3,3,5.27,1
4,3,5.14,0
5,3,6.61,0
6,3,5.91,0
7,3,6.6,0
8,3,6.48,0
9,3,6.35,0
10,3,5.97,0
11,3,4.61,0
12,3,4.72,1
13,3,4.68,0
14,3,5.84,0
15,3,4.96,0
16,3,6.91,0
17,3,5.17,0
18,3,5.4,1
1,2,6.0,0
2,2,6.72,1
3,2,6.42,0
4,2,6.43,0
5,2,4.63,0
6,2,6.66,0
7,2,4.75,1
8,2,6.79,0
9,2,6.16,0
10,2,5.36,0
11,2,6.64,0
12,2,6.33,0
13,2,6.31,0
14,2,6.43,0
15,2,5.49,0
16,2,6.73,1
17,2,6.03,0
18,2,5.84,0
1,1,5.06,0
2,1,5.12,0
3,1,6.36,1
4,1,6.47,0
5,1,5.38,0
6,1,5.5,0
7,1,4.56,0
8,1,6.35,1
9,1,5.64,1
10,1,5.57,0
11,1,5.3,0
12,1,4.86,0
13,1,4.54,0
14,1,5.4,0
15,1,6.75,0
16,1,6.22,0
17,1,6.63,0
18,1,6.07,1
1,7,0.0,0
2,7,0.0,0
3,7,0.0,0
4,7,0.0,0
5,7,0.0,0
6,7,0.0,0
7,7,0.0,0
8,7,0.0,0
9,7,0.0,0
10,7,0.0,0
11,7,0.0,0
12,7,0.0,0
13,7,0.0,0
14,7,0.0,0
15,7,0.0,0
16,7,0.0,0
17,7,0.0,0
18,7,0.0,0
1,6,0.0,0
2,6,0.0,0
3,6,0.0,0
4,6,0.0,0
5,6,0.0,0
6,6,0.0,0
7,6,0.0,0
8,6,0.0,0
9,6,0.0,0
10,6,0.0,0
11,6,0.0,0
12,6,0.0,0
13,6,0.0,0
14,6,0.0,0
15,6,0.0,0
16,6,0.0,0
17,6,0.0,0
18,6,0.0,0
1,5,5.29,0
2,5,6.09,0
3,5,6.49,1
4,5,4.53,1
5,5,5.95,1
6,5,5.11,1
7,5,5.99,1
8,5,6.59,0
9,5,5.95,0
10,5,5.25,1
11,5,6.86,0
12,5,4.66,1
13,5,5.47,1
14,5,5.39,1
15,5,6.42,0
16,5,5.99,1
17,5,6.84,1
18,5,5.36,0
1,4,6.13,0
2,4,4.58,1
3,4,6.85,0
4,4,4.85,0
5,4,4.87,0
6,4,6.58,1
7,4,6.62,0
8,4,5.65,0
9,4,4.95,0
10,4,4.94,1
11,4,6.33,0
12,4,6.34,0
13,4,4.57,0
14,4,6.17,0
15,4,6.34,0
16,4,6.88,1
17,4,5.62,0
18,4,5.83,0
1,3,6.86,0
2,3,6.81,0
3,3,5.77,0
4,3,4.56,0
5,3,6.47,0
6,3,5.13,0
7,3,5.08,0
8,3,6.63,0
9,3,6.89,0
10,3,5.97,1
11,3,6.28,0
12,3,5.55,0
13,3,6.96,0
14,3,6.35,0
15,3,4.79,0
16,3,5.74,0
17,3,5.61,1
18,3,5.98,0
1,2,6.25,1
2,2,5.73,0
3,2,6.26,1
4,2,4.92,0
5,2,4.59,0
6,2,5.94,1
7,2,4.57,0
8,2,6.78,0
9,2,6.45,1
10,2,5.57,0
